Measure ID,Measure Name,Value Set Name,Value Set OID
HPC,Hospitalization for Potentially Preventable Complications,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
HPC,Hospitalization for Potentially Preventable Complications,Hypertension,2.16.840.1.113883.3.464.1004.1369
HPC,Hospitalization for Potentially Preventable Complications,Immunocompromised State,2.16.840.1.113883.3.464.1004.1370
HPC,Hospitalization for Potentially Preventable Complications,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
HPC,Hospitalization for Potentially Preventable Complications,Kidney and Urinary Tract Disorders,2.16.840.1.113883.3.464.1004.1371
HPC,Hospitalization for Potentially Preventable Complications,Lower Extremity Amputation Procedures,2.16.840.1.113883.3.464.1004.1391
HPC,Hospitalization for Potentially Preventable Complications,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
HPC,Hospitalization for Potentially Preventable Complications,Observation Stay,2.16.840.1.113883.3.464.1004.1461
HPC,Hospitalization for Potentially Preventable Complications,"Outpatient, ED, Telephone, Acute Inpatient and Nonacute Inpatient",2.16.840.1.113883.3.464.1004.2474
HPC,Hospitalization for Potentially Preventable Complications,Severe Pressure Ulcers,2.16.840.1.113883.3.464.1004.1372
HPC,Hospitalization for Potentially Preventable Complications,Sickle Cell Anemia and HB S Disease,2.16.840.1.113883.3.464.1004.1373
HPC,Hospitalization for Potentially Preventable Complications,Stage I Through IV Kidney Disease,2.16.840.1.113883.3.464.1004.1374
HPC,Hospitalization for Potentially Preventable Complications,Traumatic Amputation of Lower Extremity,2.16.840.1.113883.3.464.1004.1376
HPC,Hospitalization for Potentially Preventable Complications,Uncontrolled Diabetes,2.16.840.1.113883.3.464.1004.1377
HPC,Hospitalization for Potentially Preventable Complications,Urinary Tract Infection,2.16.840.1.113883.3.464.1004.1378
IET,Initiation and Engagement of Substance Use Disorder Treatment,Alcohol Abuse and Dependence,2.16.840.1.113883.3.464.1004.1424
IET,Initiation and Engagement of Substance Use Disorder Treatment,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
IET,Initiation and Engagement of Substance Use Disorder Treatment,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
IET,Initiation and Engagement of Substance Use Disorder Treatment,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
IET,Initiation and Engagement of Substance Use Disorder Treatment,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
IET,Initiation and Engagement of Substance Use Disorder Treatment,Buprenorphine Implant,2.16.840.1.113883.3.464.1004.1970
IET,Initiation and Engagement of Substance Use Disorder Treatment,Buprenorphine Injection,2.16.840.1.113883.3.464.1004.1969
IET,Initiation and Engagement of Substance Use Disorder Treatment,Buprenorphine Naloxone,2.16.840.1.113883.3.464.1004.1971
IET,Initiation and Engagement of Substance Use Disorder Treatment,Buprenorphine Oral,2.16.840.1.113883.3.464.1004.1968
IET,Initiation and Engagement of Substance Use Disorder Treatment,Buprenorphine Oral Weekly,2.16.840.1.113883.3.464.1004.2219
IET,Initiation and Engagement of Substance Use Disorder Treatment,Detoxification,2.16.840.1.113883.3.464.1004.1076
IET,Initiation and Engagement of Substance Use Disorder Treatment,ED,2.16.840.1.113883.3.464.1004.1086
IET,Initiation and Engagement of Substance Use Disorder Treatment,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
IET,Initiation and Engagement of Substance Use Disorder Treatment,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
IET,Initiation and Engagement of Substance Use Disorder Treatment,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
IET,Initiation and Engagement of Substance Use Disorder Treatment,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
IET,Initiation and Engagement of Substance Use Disorder Treatment,Methadone Oral,2.16.840.1.113883.3.464.1004.1972
IET,Initiation and Engagement of Substance Use Disorder Treatment,Methadone Oral Weekly,2.16.840.1.113883.3.464.1004.2218
IET,Initiation and Engagement of Substance Use Disorder Treatment,Naltrexone Injection,2.16.840.1.113883.3.464.1004.1967
IET,Initiation and Engagement of Substance Use Disorder Treatment,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
IET,Initiation and Engagement of Substance Use Disorder Treatment,Nonresidential Substance Abuse Treatment Facility POS,2.16.840.1.113883.3.464.1004.1490
IET,Initiation and Engagement of Substance Use Disorder Treatment,Online Assessments,2.16.840.1.113883.3.464.1004.1446
IET,Initiation and Engagement of Substance Use Disorder Treatment,Opioid Abuse and Dependence,2.16.840.1.113883.3.464.1004.1425
IET,Initiation and Engagement of Substance Use Disorder Treatment,Other Drug Abuse and Dependence,2.16.840.1.113883.3.464.1004.1426
IET,Initiation and Engagement of Substance Use Disorder Treatment,OUD Monthly Office Based Treatment,2.16.840.1.113883.3.464.1004.2220
IET,Initiation and Engagement of Substance Use Disorder Treatment,OUD Weekly Drug Treatment Service,2.16.840.1.113883.3.464.1004.2221
IET,Initiation and Engagement of Substance Use Disorder Treatment,OUD Weekly Non Drug Service,2.16.840.1.113883.3.464.1004.2222
IET,Initiation and Engagement of Substance Use Disorder Treatment,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
IET,Initiation and Engagement of Substance Use Disorder Treatment,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
IET,Initiation and Engagement of Substance Use Disorder Treatment,Substance Abuse Counseling and Surveillance,2.16.840.1.113883.3.464.1004.2484
IET,Initiation and Engagement of Substance Use Disorder Treatment,Substance Use Disorder Services,2.16.840.1.113883.3.464.1004.2205
IET,Initiation and Engagement of Substance Use Disorder Treatment,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
IET,Initiation and Engagement of Substance Use Disorder Treatment,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
IET,Initiation and Engagement of Substance Use Disorder Treatment,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
IET,Initiation and Engagement of Substance Use Disorder Treatment,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
IMA-E,Immunizations for Adolescents,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
IMA-E,Immunizations for Adolescents,"Anaphylaxis Due to Diphtheria, Tetanus or Pertussis Vaccine",2.16.840.1.113883.3.464.1004.2240
IMA-E,Immunizations for Adolescents,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
IMA-E,Immunizations for Adolescents,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
IMA-E,Immunizations for Adolescents,"Encephalitis Due to Diphtheria, Tetanus or Pertussis Vaccine",2.16.840.1.113883.3.464.1004.2241
IMA-E,Immunizations for Adolescents,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
IMA-E,Immunizations for Adolescents,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
IMA-E,Immunizations for Adolescents,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
IMA-E,Immunizations for Adolescents,HPV Immunization,2.16.840.1.113883.3.464.1004.1763
IMA-E,Immunizations for Adolescents,HPV Vaccine Procedure,2.16.840.1.113883.3.464.1004.1764
IMA-E,Immunizations for Adolescents,Meningococcal Immunization,2.16.840.1.113883.3.464.1004.1777
IMA-E,Immunizations for Adolescents,Meningococcal Vaccine Procedure,2.16.840.1.113883.3.464.1004.1778
IMA-E,Immunizations for Adolescents,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
IMA-E,Immunizations for Adolescents,Tdap Vaccine Procedure,2.16.840.1.113883.3.464.1004.1792
IMA-E,Immunizations for Adolescents,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
KED,Kidney Health Evaluation for Patients With Diabetes,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
KED,Kidney Health Evaluation for Patients With Diabetes,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
KED,Kidney Health Evaluation for Patients With Diabetes,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
KED,Kidney Health Evaluation for Patients With Diabetes,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
KED,Kidney Health Evaluation for Patients With Diabetes,Diabetes,2.16.840.1.113883.3.464.1004.1077
KED,Kidney Health Evaluation for Patients With Diabetes,Dialysis Procedure,2.16.840.1.113883.3.464.1004.1952
KED,Kidney Health Evaluation for Patients With Diabetes,ESRD Diagnosis,2.16.840.1.113883.3.464.1004.1747
KED,Kidney Health Evaluation for Patients With Diabetes,Estimated Glomerular Filtration Rate Lab Test,2.16.840.1.113883.3.464.1004.2208
KED,Kidney Health Evaluation for Patients With Diabetes,Frailty Device,2.16.840.1.113883.3.464.1004.1530
KED,Kidney Health Evaluation for Patients With Diabetes,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
KED,Kidney Health Evaluation for Patients With Diabetes,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
KED,Kidney Health Evaluation for Patients With Diabetes,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
KED,Kidney Health Evaluation for Patients With Diabetes,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
KED,Kidney Health Evaluation for Patients With Diabetes,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
KED,Kidney Health Evaluation for Patients With Diabetes,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
KED,Kidney Health Evaluation for Patients With Diabetes,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
KED,Kidney Health Evaluation for Patients With Diabetes,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
KED,Kidney Health Evaluation for Patients With Diabetes,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
KED,Kidney Health Evaluation for Patients With Diabetes,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
KED,Kidney Health Evaluation for Patients With Diabetes,Quantitative Urine Albumin Lab Test,2.16.840.1.113883.3.464.1004.2206
KED,Kidney Health Evaluation for Patients With Diabetes,Urine Albumin Creatinine Ratio Lab Test,2.16.840.1.113883.3.464.1004.2234
KED,Kidney Health Evaluation for Patients With Diabetes,Urine Creatinine Lab Test,2.16.840.1.113883.3.464.1004.2207
KED,Kidney Health Evaluation for Patients With Diabetes,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
LBP,Use of Imaging for Low Back Pain,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
LBP,Use of Imaging for Low Back Pain,Diagnosis History That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2593
LBP,Use of Imaging for Low Back Pain,Frailty Device,2.16.840.1.113883.3.464.1004.1530
LBP,Use of Imaging for Low Back Pain,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
LBP,Use of Imaging for Low Back Pain,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
LBP,Use of Imaging for Low Back Pain,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
LBP,Use of Imaging for Low Back Pain,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
LBP,Use of Imaging for Low Back Pain,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
LBP,Use of Imaging for Low Back Pain,Imaging Study,2.16.840.1.113883.3.464.1004.1138
LBP,Use of Imaging for Low Back Pain,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
LBP,Use of Imaging for Low Back Pain,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
LBP,Use of Imaging for Low Back Pain,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
LBP,Use of Imaging for Low Back Pain,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
LBP,Use of Imaging for Low Back Pain,Procedure History That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2594
LBP,Use of Imaging for Low Back Pain,Recent Diagnoses That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2595
LBP,Use of Imaging for Low Back Pain,Recent Injuries That May Warrant Imaging,2.16.840.1.113883.3.464.1004.2596
LBP,Use of Imaging for Low Back Pain,Uncomplicated Low Back Pain,2.16.840.1.113883.3.464.1004.1422
LSC,Lead Screening in Children,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
LSC,Lead Screening in Children,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
LSC,Lead Screening in Children,Lead Tests,2.16.840.1.113883.3.464.1004.1147
OED,"Oral Evaluation, Dental Services",Dental Provider,2.16.840.1.113883.3.464.1004.2404
OED,"Oral Evaluation, Dental Services",Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
OED,"Oral Evaluation, Dental Services",Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
OED,"Oral Evaluation, Dental Services",Oral Evaluation,2.16.840.1.113883.3.464.1004.2402
OMW,Osteoporosis Management in Women Who Had a Fracture,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
OMW,Osteoporosis Management in Women Who Had a Fracture,Bone Mineral Density Tests,2.16.840.1.113883.3.464.1004.1047
OMW,Osteoporosis Management in Women Who Had a Fracture,Fractures,2.16.840.1.113883.3.464.1004.1103
OMW,Osteoporosis Management in Women Who Had a Fracture,Frailty Device,2.16.840.1.113883.3.464.1004.1530
OMW,Osteoporosis Management in Women Who Had a Fracture,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
OMW,Osteoporosis Management in Women Who Had a Fracture,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
OMW,Osteoporosis Management in Women Who Had a Fracture,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
OMW,Osteoporosis Management in Women Who Had a Fracture,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
OMW,Osteoporosis Management in Women Who Had a Fracture,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
OMW,Osteoporosis Management in Women Who Had a Fracture,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
OMW,Osteoporosis Management in Women Who Had a Fracture,Long Acting Osteoporosis Medications,2.16.840.1.113883.3.464.1004.1396
OMW,Osteoporosis Management in Women Who Had a Fracture,Osteoporosis Medication Therapy,2.16.840.1.113883.3.464.1004.1197
OMW,Osteoporosis Management in Women Who Had a Fracture,Outpatient and ED,2.16.840.1.113883.3.464.1004.2478
OMW,Osteoporosis Management in Women Who Had a Fracture,"Outpatient, ED and Telehealth",2.16.840.1.113883.3.464.1004.2443
OMW,Osteoporosis Management in Women Who Had a Fracture,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
OMW,Osteoporosis Management in Women Who Had a Fracture,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
OMW,Osteoporosis Management in Women Who Had a Fracture,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
OSW,Osteoporosis Screening in Older Women,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
OSW,Osteoporosis Screening in Older Women,Frailty Device,2.16.840.1.113883.3.464.1004.1530
OSW,Osteoporosis Screening in Older Women,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
OSW,Osteoporosis Screening in Older Women,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
OSW,Osteoporosis Screening in Older Women,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
OSW,Osteoporosis Screening in Older Women,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
OSW,Osteoporosis Screening in Older Women,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
OSW,Osteoporosis Screening in Older Women,Long Acting Osteoporosis Medications,2.16.840.1.113883.3.464.1004.1396
OSW,Osteoporosis Screening in Older Women,Osteoporosis Medication Therapy,2.16.840.1.113883.3.464.1004.1197
OSW,Osteoporosis Screening in Older Women,Osteoporosis Screening Tests,2.16.840.1.113883.3.464.1004.2204
OSW,Osteoporosis Screening in Older Women,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
OSW,Osteoporosis Screening in Older Women,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
OSW,Osteoporosis Screening in Older Women,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,AMI,2.16.840.1.113883.3.464.1004.1009
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,Beta Blocker Contraindications,2.16.840.1.113883.3.464.1004.1041
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,Frailty Device,2.16.840.1.113883.3.464.1004.1530
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
PBH,Persistence of Beta-Blocker Treatment After a Heart Attack,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
PCE,Pharmacotherapy Management of COPD Exacerbation,Chronic Obstructive Pulmonary Diseases,2.16.840.1.113883.3.464.1004.2463
PCE,Pharmacotherapy Management of COPD Exacerbation,ED,2.16.840.1.113883.3.464.1004.1086
PCE,Pharmacotherapy Management of COPD Exacerbation,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
PCE,Pharmacotherapy Management of COPD Exacerbation,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
PCE,Pharmacotherapy Management of COPD Exacerbation,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
PCE,Pharmacotherapy Management of COPD Exacerbation,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
PCR,Plan All-Cause Readmissions,Acute Condition,2.16.840.1.113883.3.464.1004.1324
PCR,Plan All-Cause Readmissions,Bone Marrow Transplant,2.16.840.1.113883.3.464.1004.1325
PCR,Plan All-Cause Readmissions,Chemotherapy Encounter,2.16.840.1.113883.3.464.1004.1519
PCR,Plan All-Cause Readmissions,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
PCR,Plan All-Cause Readmissions,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
PCR,Plan All-Cause Readmissions,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
PCR,Plan All-Cause Readmissions,Introduction of Autologous Pancreatic Cells,2.16.840.1.113883.3.464.1004.1459
PCR,Plan All-Cause Readmissions,Kidney Transplant,2.16.840.1.113883.3.464.1004.1141
PCR,Plan All-Cause Readmissions,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
PCR,Plan All-Cause Readmissions,Observation Stay,2.16.840.1.113883.3.464.1004.1461
PCR,Plan All-Cause Readmissions,Organ Transplant Other Than Kidney,2.16.840.1.113883.3.464.1004.1195
PCR,Plan All-Cause Readmissions,"Outpatient, ED, Telephone, Acute Inpatient and Nonacute Inpatient",2.16.840.1.113883.3.464.1004.2474
PCR,Plan All-Cause Readmissions,Perinatal Conditions,2.16.840.1.113883.3.464.1004.1209
PCR,Plan All-Cause Readmissions,Potentially Planned Procedures,2.16.840.1.113883.3.464.1004.1327
PCR,Plan All-Cause Readmissions,Pregnancy,2.16.840.1.113883.3.464.1004.1219
PCR,Plan All-Cause Readmissions,Rehabilitation,2.16.840.1.113883.3.464.1004.1328
PCR,Plan All-Cause Readmissions,Skilled Nursing Stay,2.16.840.1.113883.3.464.1004.1467
PCR,Plan All-Cause Readmissions,Surgery Procedure,2.16.840.1.113883.3.464.1004.2223
PDS-E,Postpartum Depression Screening and Follow-Up,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
PDS-E,Postpartum Depression Screening and Follow-Up,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
PDS-E,Postpartum Depression Screening and Follow-Up,Behavioral Health Encounter,2.16.840.1.113883.3.464.1004.1383
PDS-E,Postpartum Depression Screening and Follow-Up,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
PDS-E,Postpartum Depression Screening and Follow-Up,Deliveries,2.16.840.1.113883.3.464.1004.1072
PDS-E,Postpartum Depression Screening and Follow-Up,Depression Case Management Encounter,2.16.840.1.113883.3.464.1004.1389
PDS-E,Postpartum Depression Screening and Follow-Up,Depression or Other Behavioral Health Condition,2.16.840.1.113883.3.464.1004.1501
PDS-E,Postpartum Depression Screening and Follow-Up,Follow Up Visit,2.16.840.1.113883.3.464.1004.1385
PDS-E,Postpartum Depression Screening and Follow-Up,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
PDS-E,Postpartum Depression Screening and Follow-Up,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
PDS-E,Postpartum Depression Screening and Follow-Up,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
PDS-E,Postpartum Depression Screening and Follow-Up,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
PDS-E,Postpartum Depression Screening and Follow-Up,Symptoms of Depression,2.16.840.1.113883.3.464.1004.2392
PDS-E,Postpartum Depression Screening and Follow-Up,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
PND-E,Prenatal Depression Screening and Follow-Up,37 Weeks Gestation,2.16.840.1.113883.3.464.1004.1509
PND-E,Prenatal Depression Screening and Follow-Up,38 Weeks Gestation,2.16.840.1.113883.3.464.1004.1510
PND-E,Prenatal Depression Screening and Follow-Up,39 Weeks Gestation,2.16.840.1.113883.3.464.1004.1511
PND-E,Prenatal Depression Screening and Follow-Up,40 Weeks Gestation,2.16.840.1.113883.3.464.1004.1512
PND-E,Prenatal Depression Screening and Follow-Up,41 Weeks Gestation,2.16.840.1.113883.3.464.1004.1513
PND-E,Prenatal Depression Screening and Follow-Up,42 Weeks Gestation,2.16.840.1.113883.3.464.1004.1514
PND-E,Prenatal Depression Screening and Follow-Up,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
PND-E,Prenatal Depression Screening and Follow-Up,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
PND-E,Prenatal Depression Screening and Follow-Up,Behavioral Health Encounter,2.16.840.1.113883.3.464.1004.1383
PND-E,Prenatal Depression Screening and Follow-Up,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
PND-E,Prenatal Depression Screening and Follow-Up,Deliveries,2.16.840.1.113883.3.464.1004.1072
PND-E,Prenatal Depression Screening and Follow-Up,Depression Case Management Encounter,2.16.840.1.113883.3.464.1004.1389
PND-E,Prenatal Depression Screening and Follow-Up,Depression or Other Behavioral Health Condition,2.16.840.1.113883.3.464.1004.1501
PND-E,Prenatal Depression Screening and Follow-Up,Follow Up Visit,2.16.840.1.113883.3.464.1004.1385
PND-E,Prenatal Depression Screening and Follow-Up,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
PND-E,Prenatal Depression Screening and Follow-Up,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
PND-E,Prenatal Depression Screening and Follow-Up,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
PND-E,Prenatal Depression Screening and Follow-Up,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
PND-E,Prenatal Depression Screening and Follow-Up,Symptoms of Depression,2.16.840.1.113883.3.464.1004.2392
PND-E,Prenatal Depression Screening and Follow-Up,Weeks of Gestation Less Than 37,2.16.840.1.113883.3.464.1004.1479
PND-E,Prenatal Depression Screening and Follow-Up,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
POD,Pharmacotherapy for Opioid Use Disorder,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
POD,Pharmacotherapy for Opioid Use Disorder,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
POD,Pharmacotherapy for Opioid Use Disorder,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
POD,Pharmacotherapy for Opioid Use Disorder,Buprenorphine Implant,2.16.840.1.113883.3.464.1004.1970
POD,Pharmacotherapy for Opioid Use Disorder,Buprenorphine Injection,2.16.840.1.113883.3.464.1004.1969
POD,Pharmacotherapy for Opioid Use Disorder,Buprenorphine Naloxone,2.16.840.1.113883.3.464.1004.1971
POD,Pharmacotherapy for Opioid Use Disorder,Buprenorphine Oral,2.16.840.1.113883.3.464.1004.1968
POD,Pharmacotherapy for Opioid Use Disorder,Buprenorphine Oral Weekly,2.16.840.1.113883.3.464.1004.2219
POD,Pharmacotherapy for Opioid Use Disorder,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
POD,Pharmacotherapy for Opioid Use Disorder,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
POD,Pharmacotherapy for Opioid Use Disorder,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
POD,Pharmacotherapy for Opioid Use Disorder,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
POD,Pharmacotherapy for Opioid Use Disorder,Methadone Oral,2.16.840.1.113883.3.464.1004.1972
POD,Pharmacotherapy for Opioid Use Disorder,Methadone Oral Weekly,2.16.840.1.113883.3.464.1004.2218
POD,Pharmacotherapy for Opioid Use Disorder,Naltrexone Injection,2.16.840.1.113883.3.464.1004.1967
POD,Pharmacotherapy for Opioid Use Disorder,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
POD,Pharmacotherapy for Opioid Use Disorder,Opioid Abuse and Dependence,2.16.840.1.113883.3.464.1004.1425
POD,Pharmacotherapy for Opioid Use Disorder,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
PPC,Prenatal and Postpartum Care,Acute Inpatient,2.16.840.1.113883.3.464.1004.1810
PPC,Prenatal and Postpartum Care,Acute Inpatient POS,2.16.840.1.113883.3.464.1004.1027
PPC,Prenatal and Postpartum Care,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
PPC,Prenatal and Postpartum Care,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
PPC,Prenatal and Postpartum Care,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
PPC,Prenatal and Postpartum Care,Cervical Cytology Lab Test,2.16.840.1.113883.3.464.1004.1525
PPC,Prenatal and Postpartum Care,Cervical Cytology Result or Finding,2.16.840.1.113883.3.464.1004.1524
PPC,Prenatal and Postpartum Care,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
PPC,Prenatal and Postpartum Care,Deliveries,2.16.840.1.113883.3.464.1004.1072
PPC,Prenatal and Postpartum Care,Encounter for Postpartum Care,2.16.840.1.113883.3.464.1004.2477
PPC,Prenatal and Postpartum Care,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
PPC,Prenatal and Postpartum Care,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
PPC,Prenatal and Postpartum Care,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
PPC,Prenatal and Postpartum Care,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
PPC,Prenatal and Postpartum Care,Non Live Births,2.16.840.1.113883.3.464.1004.1187
PPC,Prenatal and Postpartum Care,Postpartum Bundled Services,2.16.840.1.113883.3.464.1004.1217
PPC,Prenatal and Postpartum Care,Postpartum Care,2.16.840.1.113883.3.464.1004.2476
PPC,Prenatal and Postpartum Care,Pregnancy Diagnosis,2.16.840.1.113883.3.464.1004.1220
